num_corre,dia_ocu,ano_ocu,hora_ocu,mes_ocu,dia_sem_ocu,mupio_ocu,depto_ocu,area_geo_ocu,sexo_per,zona_ocu,edad_per,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,tipo_eve,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,g_hora,g_hora_5,g_modelo_veh,anio
2839,27,2016,13,4,3,109,1,1,1,99,51,1,1,3,999,4,9999,1,9,9,11,3,2,6,2016
2840,27,2016,13,4,3,109,1,1,1,99,30,1,1,4,18,1,9999,1,5,5,7,3,2,6,2016
2841,27,2016,17,4,3,2004,20,2,9,99,999,9,9,3,69,4,9999,4,16,12,18,3,2,6,2016
2842,27,2016,12,4,3,502,5,2,1,99,21,1,1,3,69,4,2011,1,3,3,5,3,2,5,2016
2843,27,2016,12,4,3,502,5,2,1,99,28,1,1,4,67,1,2007,1,4,4,6,3,2,4,2016
2844,27,2016,21,4,3,501,5,1,9,99,999,9,9,1,999,6,9999,1,16,12,18,4,3,6,2016
2845,27,2016,21,4,3,501,5,1,1,99,14,9,2,4,999,99,9999,1,1,1,3,4,3,6,2016
2846,27,2016,22,4,3,1101,11,2,9,99,999,9,9,99,999,99,9999,1,16,12,18,4,3,6,2016
2847,27,2016,22,4,3,1101,11,2,1,99,21,9,1,4,999,5,9999,1,3,3,5,4,3,6,2016
2848,27,2016,11,4,3,1801,18,1,1,99,25,9,1,4,67,1,2012,4,4,4,6,2,1,5,2016
2849,27,2016,15,4,3,302,3,2,1,99,26,1,1,4,32,4,9999,1,4,4,6,3,2,6,2016
2850,27,2016,15,4,3,302,3,2,1,99,12,1,2,4,999,1,9999,1,1,1,3,3,2,6,2016
2851,28,2016,10,4,4,101,1,1,1,2,35,9,1,5,19,2,1999,1,6,6,8,2,1,3,2016
2852,28,2016,10,4,4,101,1,1,1,2,999,9,1,4,999,99,9999,1,16,12,18,2,1,6,2016
2853,28,2016,12,4,4,101,1,1,1,11,27,9,1,11,41,2,2006,1,4,4,6,3,2,4,2016
2854,28,2016,12,4,4,101,1,1,1,11,46,9,1,4,6,1,9999,1,8,8,10,3,2,6,2016
2855,28,2016,21,4,4,501,5,2,2,99,17,9,2,4,999,99,9999,1,2,2,4,4,3,6,2016
2856,28,2016,21,4,4,501,5,2,9,99,999,9,9,1,69,6,9999,1,16,12,18,4,3,6,2016
2857,28,2016,5,4,4,1601,16,2,1,99,25,9,1,4,77,3,9999,2,4,4,6,1,1,6,2016
2858,28,2016,23,4,4,1601,16,1,1,99,28,1,1,7,41,7,9999,2,4,4,6,4,3,6,2016
2859,28,2016,21,4,4,207,2,2,1,99,34,9,1,5,56,2,9999,1,5,5,7,4,3,6,2016
2860,28,2016,21,4,4,207,2,2,1,99,61,9,1,3,69,1,9999,1,11,11,13,4,3,6,2016
2861,28,2016,13,4,4,1703,17,1,1,99,27,1,1,4,999,5,2014,1,4,4,6,3,2,5,2016
2862,28,2016,13,4,4,1703,17,1,2,99,23,1,1,5,52,2,1990,1,3,3,5,3,2,3,2016
2863,29,2016,4,4,5,101,1,1,1,4,37,2,1,2,69,4,2007,1,6,6,8,1,1,4,2016
2864,29,2016,19,4,5,101,1,2,1,18,22,9,1,4,64,3,9999,2,3,3,5,4,3,6,2016
2865,29,2016,15,4,5,101,1,1,1,7,37,1,1,5,52,2,2005,1,6,6,8,3,2,4,2016
2866,29,2016,15,4,5,101,1,1,1,7,23,9,1,4,1,3,2010,1,3,3,5,3,2,5,2016
2867,29,2016,21,4,5,101,1,1,1,11,70,9,1,99,999,99,9999,1,13,11,15,4,3,6,2016
2868,29,2016,21,4,5,101,1,1,9,11,999,9,9,2,999,3,9999,1,16,12,18,4,3,6,2016
2869,29,2016,8,4,5,111,1,2,2,99,28,9,1,4,999,99,9999,4,4,4,6,2,1,6,2016
2870,29,2016,7,4,5,2101,21,2,1,99,18,9,1,3,69,5,9999,2,2,2,4,2,1,6,2016
2871,29,2016,3,4,5,1902,19,2,1,99,24,9,1,4,67,5,9999,4,3,3,5,1,1,6,2016
2872,29,2016,19,4,5,507,5,2,9,99,999,9,9,99,999,99,9999,1,16,12,18,4,3,6,2016
2873,29,2016,19,4,5,507,5,2,1,99,20,9,1,4,999,99,9999,1,3,3,5,4,3,6,2016
2874,29,2016,21,4,5,511,5,2,1,99,46,9,1,4,6,99,9999,4,8,8,10,4,3,6,2016
2875,29,2016,6,4,5,504,5,2,9,99,999,9,9,12,999,12,9999,3,16,12,18,2,1,6,2016
2876,29,2016,15,4,5,1001,10,2,9,99,999,9,9,6,999,99,9999,3,16,12,18,3,2,6,2016
2877,29,2016,23,4,5,1105,11,1,1,99,19,2,1,14,6,1,9999,1,2,2,4,4,3,6,2016
2878,29,2016,9,4,5,1108,11,2,1,99,28,9,1,9,69,4,2008,1,4,4,6,2,1,4,2016
2879,29,2016,9,4,5,1108,11,2,1,99,43,9,1,4,18,1,2008,1,7,7,9,2,1,4,2016
2880,29,2016,17,4,5,909,9,2,1,99,42,9,1,1,69,4,1993,1,7,7,9,3,2,3,2016
2881,29,2016,17,4,5,909,9,2,1,99,999,9,9,1,69,2,9999,1,16,12,18,3,2,6,2016
2882,29,2016,4,4,5,1601,16,2,1,99,56,1,1,1,69,4,2004,1,10,10,12,1,1,4,2016
2883,29,2016,4,4,5,1601,16,2,1,99,35,1,1,9,69,2,2015,1,6,6,8,1,1,5,2016
2884,29,2016,21,4,5,314,3,2,1,99,35,9,1,4,67,3,9999,4,6,6,8,4,3,6,2016
2885,30,2016,0,4,6,101,1,1,1,2,23,2,1,1,48,4,2000,1,3,3,5,1,1,4,2016
2886,30,2016,0,4,6,101,1,1,1,2,33,2,1,1,69,4,2006,1,5,5,7,1,1,4,2016
2887,30,2016,14,4,6,107,1,1,2,99,26,1,1,1,27,11,2002,2,4,4,6,3,2,4,2016
2888,30,2016,14,4,6,101,1,1,1,21,35,9,1,3,17,9,9999,1,6,6,8,3,2,6,2016
2889,30,2016,14,4,6,101,1,1,1,21,26,9,1,4,999,1,9999,1,4,4,6,3,2,6,2016
2890,30,2016,0,4,6,109,1,2,1,99,20,9,1,1,27,2,9999,1,3,3,5,1,1,6,2016
2891,30,2016,0,4,6,109,1,2,1,99,18,9,1,2,10,1,9999,1,2,2,4,1,1,6,2016
2892,30,2016,22,4,6,117,1,1,1,99,24,2,1,4,67,5,2015,1,3,3,5,4,3,5,2016
2893,30,2016,22,4,6,117,1,1,1,99,27,2,1,4,999,1,9999,1,4,4,6,4,3,6,2016
2894,30,2016,15,4,6,1906,19,2,1,99,25,1,1,3,69,9,9999,1,4,4,6,3,2,6,2016
2895,30,2016,15,4,6,1906,19,2,1,99,31,9,1,4,76,5,9999,1,5,5,7,3,2,6,2016
2896,30,2016,14,4,6,1907,19,2,1,99,999,9,1,4,999,99,9999,1,16,12,18,3,2,6,2016
2897,30,2016,14,4,6,1907,19,2,1,99,17,9,2,4,999,99,9999,1,2,2,4,3,2,6,2016
2898,30,2016,14,4,6,601,6,2,9,99,999,9,9,3,69,3,9999,2,16,12,18,3,2,6,2016
2899,30,2016,18,4,6,1001,10,1,1,99,23,2,1,4,6,1,2015,4,3,3,5,4,3,5,2016
2900,30,2016,12,4,6,1102,11,2,1,99,36,1,1,12,17,2,1980,1,6,6,8,3,2,2,2016
2901,30,2016,12,4,6,1102,11,2,1,99,38,1,1,4,93,4,2006,1,6,6,8,3,2,4,2016
2902,30,2016,22,4,6,923,9,2,1,99,33,1,1,1,27,3,9999,1,5,5,7,4,3,6,2016
2903,30,2016,22,4,6,923,9,2,9,99,999,9,9,1,48,5,9999,1,16,12,18,4,3,6,2016
2904,30,2016,18,4,6,1613,16,2,1,99,19,9,1,4,18,5,9999,1,2,2,4,4,3,6,2016
2905,30,2016,18,4,6,1613,16,2,1,99,999,9,1,4,6,5,9999,1,16,12,18,4,3,6,2016
2906,30,2016,21,4,6,1801,18,2,1,99,42,1,1,1,69,11,9999,1,7,7,9,4,3,6,2016
2907,30,2016,21,4,6,1801,18,2,1,99,25,1,1,4,27,5,2010,1,4,4,6,4,3,5,2016
2908,30,2016,11,4,6,1801,18,2,1,99,16,9,2,4,999,99,9999,1,2,2,4,2,1,6,2016
2909,30,2016,11,4,6,1801,18,2,2,99,21,9,1,4,67,99,9999,1,3,3,5,2,1,6,2016
2910,30,2016,7,4,6,1404,14,2,9,99,999,9,9,5,17,2,9999,3,16,12,18,2,1,6,2016
2911,30,2016,21,4,6,309,3,2,1,99,22,9,1,4,999,5,9999,4,3,3,5,4,3,6,2016
2912,1,2016,13,5,7,101,1,1,1,9,38,9,1,1,69,11,1992,1,6,6,8,3,2,3,2016
2913,1,2016,13,5,7,101,1,1,1,9,54,9,1,2,28,4,2012,1,9,9,11,3,2,5,2016
2914,1,2016,6,5,7,101,1,1,1,18,23,9,1,5,26,2,2000,1,3,3,5,2,1,4,2016
2915,1,2016,6,5,7,101,1,1,1,18,21,9,1,9,52,3,2013,1,3,3,5,2,1,5,2016
2916,1,2016,14,5,7,107,1,1,1,99,25,9,1,14,6,1,9999,1,4,4,6,3,2,6,2016
2917,1,2016,14,5,7,107,1,1,1,99,19,9,1,4,999,99,9999,1,2,2,4,3,2,6,2016
2918,1,2016,15,5,7,101,1,1,1,14,50,2,1,4,32,4,9999,4,9,9,11,3,2,6,2016
2919,1,2016,16,5,7,107,1,2,1,99,25,2,1,4,999,99,9999,2,4,4,6,3,2,6,2016
2920,1,2016,22,5,7,107,1,1,1,99,37,1,1,1,15,1,1989,1,6,6,8,4,3,2,2016
2921,1,2016,22,5,7,107,1,1,1,99,19,9,1,2,69,2,2002,1,2,2,4,4,3,4,2016
2922,1,2016,22,5,7,101,1,1,1,11,25,1,1,4,76,14,9999,1,4,4,6,4,3,6,2016
2923,1,2016,22,5,7,101,1,1,1,11,35,9,1,4,999,99,9999,1,6,6,8,4,3,6,2016
2924,1,2016,9,5,7,101,1,1,1,7,54,1,1,1,69,3,2009,1,9,9,11,2,1,4,2016
2925,1,2016,9,5,7,101,1,1,1,7,27,1,1,4,6,5,2012,1,4,4,6,2,1,5,2016
2926,1,2016,15,5,7,101,1,1,9,12,999,9,9,1,999,99,9999,1,16,12,18,3,2,6,2016
2927,1,2016,15,5,7,101,1,1,1,12,23,9,1,4,999,99,9999,1,3,3,5,3,2,6,2016
2928,1,2016,18,5,7,101,1,1,1,7,21,2,1,14,58,3,9999,3,3,3,5,4,3,6,2016
2929,1,2016,12,5,7,117,1,1,1,99,40,1,1,3,31,4,1992,1,7,7,9,3,2,3,2016
2930,1,2016,12,5,7,117,1,1,1,99,21,2,1,4,32,1,2015,1,3,3,5,3,2,5,2016
2931,1,2016,17,5,7,117,1,1,1,99,29,9,1,1,69,1,9999,1,4,4,6,3,2,6,2016
2932,1,2016,17,5,7,117,1,1,1,99,29,9,1,4,6,3,2012,1,4,4,6,3,2,5,2016
2933,1,2016,19,5,7,117,1,1,1,99,27,2,1,1,28,2,2015,1,4,4,6,4,3,5,2016
2934,1,2016,19,5,7,117,1,1,9,99,999,9,9,1,56,7,2013,1,16,12,18,4,3,5,2016
2935,1,2016,14,5,7,117,1,1,1,99,28,2,1,1,999,4,9999,1,4,4,6,3,2,6,2016
2936,1,2016,14,5,7,117,1,1,2,99,36,9,1,2,999,6,9999,1,6,6,8,3,2,6,2016
2937,1,2016,22,5,7,117,1,1,2,99,27,9,1,1,27,4,1998,1,4,4,6,4,3,3,2016
2938,1,2016,22,5,7,117,1,1,1,99,19,9,1,4,39,1,2015,1,2,2,4,4,3,5,2016
2939,1,2016,19,5,7,2101,21,2,1,99,32,9,1,4,27,4,9999,1,5,5,7,4,3,6,2016
2940,1,2016,19,5,7,2101,21,2,1,99,18,9,1,4,67,5,2015,1,2,2,4,4,3,5,2016
2941,1,2016,4,5,7,1901,19,2,1,99,57,2,1,1,69,99,2008,1,10,10,12,1,1,4,2016
2942,1,2016,4,5,7,1901,19,2,1,99,37,9,1,3,69,3,1993,1,6,6,8,1,1,3,2016
2943,1,2016,3,5,7,1904,19,2,1,99,25,9,1,4,999,99,9999,1,4,4,6,1,1,6,2016
2944,1,2016,3,5,7,1904,19,2,9,99,999,9,9,6,999,99,9999,1,16,12,18,1,1,6,2016
2945,1,2016,21,5,7,1905,19,2,9,99,999,9,9,1,48,3,9999,1,16,12,18,4,3,6,2016
2946,1,2016,21,5,7,1905,19,2,1,99,25,9,1,4,999,5,9999,1,4,4,6,4,3,6,2016
2947,1,2016,19,5,7,513,5,2,9,99,999,9,9,3,17,1,1992,1,16,12,18,4,3,3,2016
2948,1,2016,19,5,7,513,5,2,1,99,21,9,1,4,999,99,9999,1,3,3,5,4,3,6,2016
2949,1,2016,19,5,7,506,5,2,1,99,24,9,1,3,48,11,2000,2,3,3,5,4,3,4,2016
2950,1,2016,1,5,7,602,6,2,1,99,21,9,1,4,32,1,9999,1,3,3,5,1,1,6,2016
2951,1,2016,1,5,7,602,6,2,9,99,999,9,9,1,999,99,9999,1,16,12,18,1,1,6,2016
2952,1,2016,8,5,7,606,6,2,1,99,64,1,1,3,69,10,1984,1,11,11,13,2,1,2,2016
2953,1,2016,8,5,7,606,6,2,1,99,22,1,1,4,8,4,2013,1,3,3,5,2,1,5,2016
2954,1,2016,17,5,7,901,9,1,1,99,22,9,1,2,69,6,1990,1,3,3,5,3,2,3,2016
2955,1,2016,17,5,7,901,9,1,1,99,26,9,1,4,27,5,2012,1,4,4,6,3,2,5,2016
2956,1,2016,0,5,7,901,9,1,1,99,30,9,1,3,69,6,1994,1,5,5,7,1,1,3,2016
2957,1,2016,0,5,7,901,9,1,1,99,59,9,1,3,69,6,1999,1,10,10,12,1,1,3,2016
2958,1,2016,15,5,7,1301,13,2,1,99,27,9,1,99,999,99,9999,4,4,4,6,3,2,6,2016
2959,1,2016,18,5,7,1613,16,2,1,99,39,2,1,4,6,1,2009,4,6,6,8,4,3,4,2016
2960,1,2016,6,5,7,204,2,2,1,99,37,2,1,6,19,2,1994,2,6,6,8,2,1,3,2016
2961,1,2016,21,5,7,203,2,2,1,99,24,9,1,3,999,1,9999,1,3,3,5,4,3,6,2016
2962,1,2016,21,5,7,203,2,2,9,99,999,9,9,1,69,99,9999,1,16,12,18,4,3,6,2016
2963,1,2016,7,5,7,1801,18,2,9,99,999,9,9,6,999,14,9999,3,16,12,18,2,1,6,2016
2964,1,2016,23,5,7,1712,17,2,1,99,64,9,1,4,999,1,9999,4,11,11,13,4,3,6,2016
2965,1,2016,14,5,7,1705,17,2,1,99,50,9,1,4,6,5,2014,1,9,9,11,3,2,5,2016
2966,1,2016,14,5,7,1705,17,2,9,99,999,9,9,3,999,99,9999,1,16,12,18,3,2,6,2016
2967,1,2016,1,5,7,411,4,2,9,99,999,9,9,3,999,2,9999,3,16,12,18,1,1,6,2016
2968,1,2016,17,5,7,413,4,2,1,99,34,2,1,4,27,1,9999,1,5,5,7,3,2,6,2016
2969,1,2016,17,5,7,413,4,2,1,99,21,9,1,4,18,99,9999,1,3,3,5,3,2,6,2016
2970,2,2016,21,5,1,101,1,1,1,3,58,9,1,2,69,5,2011,1,10,10,12,4,3,5,2016
2971,2,2016,21,5,1,101,1,1,1,3,26,9,1,4,6,5,2014,1,4,4,6,4,3,5,2016
2972,2,2016,18,5,1,101,1,1,1,12,49,9,1,3,69,11,1981,1,8,8,10,4,3,2,2016
2973,2,2016,18,5,1,101,1,1,1,12,34,9,1,1,999,2,1990,1,5,5,7,4,3,3,2016
2974,2,2016,0,5,1,109,1,2,1,99,35,9,1,4,32,5,9999,1,6,6,8,1,1,6,2016
2975,2,2016,0,5,1,109,1,2,9,99,999,9,9,3,999,2,9999,1,16,12,18,1,1,6,2016
2976,2,2016,23,5,1,109,1,1,1,99,53,2,1,3,69,3,9999,1,9,9,11,4,3,6,2016
2977,2,2016,23,5,1,109,1,1,9,99,999,9,9,3,999,99,9999,1,16,12,18,4,3,6,2016
2978,2,2016,5,5,1,2007,20,2,1,99,27,9,1,3,999,9,1990,4,4,4,6,1,1,3,2016
2979,2,2016,18,5,1,1903,19,2,1,99,19,9,1,2,17,11,9999,2,2,2,4,4,3,6,2016
2980,2,2016,2,5,1,901,9,1,1,99,41,2,1,1,27,5,9999,2,7,7,9,1,1,6,2016
2981,2,2016,18,5,1,901,9,1,1,99,37,2,1,3,48,2,2014,2,6,6,8,4,3,5,2016
2982,2,2016,23,5,1,901,9,2,9,99,999,9,9,2,999,5,9999,1,16,12,18,4,3,6,2016
2983,2,2016,23,5,1,901,9,2,1,99,22,9,1,4,27,5,9999,1,3,3,5,4,3,6,2016
2984,2,2016,0,5,1,1204,12,2,1,99,32,9,1,3,69,8,1989,1,5,5,7,1,1,2,2016
2985,2,2016,0,5,1,1204,12,2,1,99,37,9,1,1,69,11,2003,1,6,6,8,1,1,4,2016
2986,2,2016,0,5,1,1202,12,2,9,99,999,9,9,3,10,5,9999,1,16,12,18,1,1,6,2016
2987,2,2016,0,5,1,1202,12,2,1,99,69,1,1,3,69,2,1994,1,12,11,14,1,1,3,2016
2988,2,2016,10,5,1,1222,12,2,1,99,52,2,1,3,69,15,1987,1,9,9,11,2,1,2,2016
2989,2,2016,10,5,1,1222,12,2,9,99,999,9,9,3,56,3,9999,1,16,12,18,2,1,6,2016
2990,2,2016,10,5,1,1222,12,2,9,99,999,9,9,1,69,5,2007,1,16,12,18,2,1,4,2016
2991,2,2016,1,5,1,1332,13,2,1,99,27,9,1,3,69,3,9999,4,4,4,6,1,1,6,2016
2992,2,2016,18,5,1,1615,16,2,1,99,30,9,1,4,6,5,9999,1,5,5,7,4,3,6,2016
2993,2,2016,18,5,1,1615,16,2,1,99,35,9,1,6,19,5,9999,1,6,6,8,4,3,6,2016
2994,2,2016,7,5,1,1610,16,2,9,99,999,9,9,99,999,99,9999,1,16,12,18,2,1,6,2016
2995,2,2016,7,5,1,1610,16,2,1,99,27,9,1,4,27,3,9999,1,4,4,6,2,1,6,2016
2996,2,2016,9,5,1,1602,16,2,1,99,23,9,1,4,32,4,9999,1,3,3,5,2,1,6,2016
2997,2,2016,9,5,1,1602,16,2,9,99,999,9,9,3,999,1,9999,1,16,12,18,2,1,6,2016
2998,2,2016,21,5,1,1503,15,2,9,99,999,9,9,1,14,4,9999,1,16,12,18,4,3,6,2016
2999,2,2016,21,5,1,1503,15,2,1,99,26,9,1,9,56,99,9999,1,4,4,6,4,3,6,2016
3000,2,2016,17,5,1,1501,15,2,1,99,27,9,1,3,69,5,9999,1,4,4,6,3,2,6,2016
3001,2,2016,17,5,1,1501,15,2,2,99,16,9,2,4,27,2,9999,1,2,2,4,3,2,6,2016
3002,2,2016,14,5,1,1804,18,2,1,99,28,9,1,11,48,2,9999,1,4,4,6,3,2,6,2016
3003,2,2016,14,5,1,1804,18,2,9,99,999,9,9,6,999,99,9999,1,16,12,18,3,2,6,2016
3004,2,2016,16,5,1,1801,18,2,1,99,44,9,1,1,56,99,9999,1,7,7,9,3,2,6,2016
3005,2,2016,16,5,1,1801,18,2,1,99,37,9,1,1,69,99,2004,1,6,6,8,3,2,4,2016
3006,2,2016,17,5,1,1701,17,1,1,99,23,2,1,1,10,6,2014,1,3,3,5,3,2,5,2016
3007,2,2016,17,5,1,1701,17,1,1,99,19,9,1,4,6,5,2007,1,2,2,4,3,2,4,2016
3008,2,2016,1,5,1,1712,17,2,2,99,51,2,1,1,69,5,1993,1,9,9,11,1,1,3,2016
3009,2,2016,1,5,1,1712,17,2,9,99,999,9,9,3,56,99,2009,1,16,12,18,1,1,4,2016
3010,2,2016,4,5,1,1421,14,2,9,99,999,9,9,12,999,6,9999,3,16,12,18,1,1,6,2016
3011,2,2016,5,5,1,701,7,2,1,99,39,1,1,12,999,99,9999,2,6,6,8,1,1,6,2016
3012,2,2016,1,5,1,415,4,2,1,99,26,9,1,1,27,6,9999,2,4,4,6,1,1,6,2016
3013,3,2016,18,5,2,101,1,1,1,8,27,9,1,1,69,2,2007,1,4,4,6,4,3,4,2016
3014,3,2016,18,5,2,101,1,1,1,8,18,9,1,4,6,5,9999,1,2,2,4,4,3,6,2016
3015,3,2016,8,5,2,101,1,1,1,18,42,9,1,5,57,2,2006,1,7,7,9,2,1,4,2016
3016,3,2016,8,5,2,101,1,1,1,18,69,9,1,4,67,5,9999,1,12,11,14,2,1,6,2016
3017,3,2016,20,5,2,108,1,2,1,99,35,2,1,3,48,2,9999,1,6,6,8,4,3,6,2016
3018,3,2016,20,5,2,108,1,2,1,99,34,2,1,1,52,6,2001,1,5,5,7,4,3,4,2016
3019,3,2016,20,5,2,108,1,2,1,99,25,9,1,4,67,5,9999,1,4,4,6,4,3,6,2016
3020,3,2016,14,5,2,111,1,1,1,99,32,9,1,1,69,2,9999,1,5,5,7,3,2,6,2016
3021,3,2016,14,5,2,111,1,1,1,99,42,9,1,4,18,7,2015,1,7,7,9,3,2,5,2016
3022,3,2016,9,5,2,503,5,2,1,99,36,9,1,6,19,6,1999,1,6,6,8,2,1,3,2016
3023,3,2016,9,5,2,503,5,2,1,99,45,9,1,4,67,1,9999,1,8,8,10,2,1,6,2016
3024,3,2016,20,5,2,509,5,2,1,99,19,9,1,4,999,99,9999,2,2,2,4,4,3,6,2016
3025,3,2016,4,5,2,603,6,2,2,99,999,1,9,1,69,4,2004,1,16,12,18,1,1,4,2016
3026,3,2016,4,5,2,603,6,2,1,99,30,1,1,1,28,4,2005,1,5,5,7,1,1,4,2016
3027,3,2016,20,5,2,1102,11,2,1,99,24,1,1,4,6,99,2015,1,3,3,5,4,3,5,2016
3028,3,2016,20,5,2,1102,11,2,1,99,45,1,1,18,119,1,9999,1,8,8,10,4,3,6,2016
3029,3,2016,13,5,2,905,9,2,1,99,35,9,1,3,69,4,1989,1,6,6,8,3,2,2,2016
3030,3,2016,13,5,2,905,9,2,1,99,16,9,2,4,27,1,2006,1,2,2,4,3,2,4,2016
3031,3,2016,17,5,2,914,9,2,1,99,60,9,1,2,999,99,9999,4,11,11,13,3,2,6,2016
3032,3,2016,13,5,2,1210,12,2,9,99,999,9,9,12,999,2,9999,1,16,12,18,3,2,6,2016
3033,3,2016,0,5,2,1301,13,2,1,99,35,9,1,3,999,5,9999,3,6,6,8,1,1,6,2016
3034,3,2016,1,5,2,1601,16,2,1,99,24,9,1,4,32,1,9999,4,3,3,5,1,1,6,2016
3035,3,2016,13,5,2,1801,18,2,1,99,18,9,1,4,67,99,9999,1,2,2,4,3,2,6,2016
3036,3,2016,13,5,2,1801,18,2,1,99,22,9,1,1,48,2,2001,1,3,3,5,3,2,4,2016
3037,3,2016,17,5,2,301,3,2,9,99,999,9,9,3,69,9,9999,1,16,12,18,3,2,6,2016
3038,3,2016,17,5,2,301,3,2,1,99,26,9,1,4,64,14,2015,1,4,4,6,3,2,5,2016
3039,3,2016,21,5,2,312,3,2,9,99,999,9,9,1,999,99,9999,1,16,12,18,4,3,6,2016
3040,3,2016,21,5,2,312,3,2,1,99,33,2,1,4,999,99,9999,1,5,5,7,4,3,6,2016
3041,4,2016,9,5,3,108,1,2,1,99,25,9,1,1,10,4,2007,1,4,4,6,2,1,4,2016
3042,4,2016,9,5,3,108,1,2,1,99,27,9,1,1,67,1,2008,1,4,4,6,2,1,4,2016
3043,4,2016,9,5,3,108,1,2,1,99,21,9,1,4,54,5,9999,1,3,3,5,2,1,6,2016
3044,4,2016,13,5,3,101,1,1,2,13,22,9,1,2,69,4,9999,1,3,3,5,3,2,6,2016
3045,4,2016,13,5,3,101,1,1,1,13,65,9,1,2,69,4,9999,1,12,11,14,3,2,6,2016
3046,4,2016,13,5,3,101,1,1,1,12,45,1,1,12,999,17,9999,1,8,8,10,3,2,6,2016
3047,4,2016,13,5,3,101,1,1,1,12,30,9,1,4,18,1,9999,1,5,5,7,3,2,6,2016
3048,4,2016,4,5,3,101,1,1,1,7,41,9,1,1,73,7,9999,2,7,7,9,1,1,6,2016
3049,4,2016,22,5,3,110,1,2,1,99,32,9,1,1,999,11,9999,1,5,5,7,4,3,6,2016
3050,4,2016,22,5,3,110,1,2,1,99,28,9,1,4,999,4,9999,1,4,4,6,4,3,6,2016
3051,4,2016,8,5,3,1903,19,2,1,99,36,1,1,6,999,4,9999,1,6,6,8,2,1,6,2016
3052,4,2016,8,5,3,1903,19,2,1,99,35,9,1,2,69,4,9999,1,6,6,8,2,1,6,2016
3053,4,2016,5,5,3,1013,10,2,1,99,25,9,1,6,999,99,9999,1,4,4,6,1,1,6,2016
3054,4,2016,5,5,3,1013,10,2,1,99,35,9,1,12,999,99,9999,1,6,6,8,1,1,6,2016
3055,4,2016,10,5,3,907,9,2,1,99,37,1,1,3,69,3,9999,4,6,6,8,2,1,6,2016
3056,4,2016,22,5,3,920,9,1,1,99,25,9,1,4,6,99,9999,4,4,4,6,4,3,6,2016
3057,4,2016,20,5,3,1216,12,2,1,99,30,2,1,1,69,11,9999,2,5,5,7,4,3,6,2016
3058,4,2016,1,5,3,1501,15,2,1,99,32,9,1,5,999,2,9999,3,5,5,7,1,1,6,2016
3059,4,2016,20,5,3,403,4,2,1,99,29,9,1,3,999,99,9999,4,4,4,6,4,3,6,2016
3060,5,2016,11,5,4,101,1,1,2,1,20,1,1,1,28,9,2006,1,3,3,5,2,1,4,2016
3061,5,2016,11,5,4,101,1,1,1,1,23,9,1,4,6,3,9999,1,3,3,5,2,1,6,2016
3062,5,2016,14,5,4,101,1,1,1,1,17,9,2,3,56,3,1986,1,2,2,4,3,2,2,2016
3063,5,2016,14,5,4,101,1,1,1,1,39,9,1,4,67,3,2011,1,6,6,8,3,2,5,2016
3064,5,2016,23,5,4,101,1,1,1,12,30,1,1,4,67,4,9999,1,5,5,7,4,3,6,2016
3065,5,2016,23,5,4,101,1,1,1,12,71,1,1,1,999,4,2014,3,13,11,15,4,3,5,2016
3066,5,2016,15,5,4,1105,11,2,1,99,30,9,1,2,61,4,9999,1,5,5,7,3,2,6,2016
3067,5,2016,15,5,4,1105,11,2,1,99,61,1,1,4,64,1,9999,1,11,11,13,3,2,6,2016
3068,5,2016,17,5,4,916,9,2,1,99,32,9,1,6,19,4,9999,3,5,5,7,3,2,6,2016
3069,5,2016,15,5,4,202,2,2,1,99,21,1,1,1,41,5,2013,1,3,3,5,3,2,5,2016
3070,5,2016,15,5,4,202,2,2,1,99,19,1,1,3,52,1,1991,1,2,2,4,3,2,3,2016
3071,6,2016,1,5,5,101,1,1,1,13,26,1,1,1,999,99,9999,2,4,4,6,1,1,6,2016
3072,6,2016,1,5,5,101,1,1,1,11,29,9,1,1,27,1,1994,2,4,4,6,1,1,3,2016
3073,6,2016,15,5,5,101,1,1,9,7,999,9,9,1,999,99,9999,1,16,12,18,3,2,6,2016
3074,6,2016,15,5,5,101,1,1,1,7,27,1,1,4,999,99,9999,1,4,4,6,3,2,6,2016
3075,6,2016,2,5,5,109,1,1,1,99,30,9,1,4,27,1,9999,2,5,5,7,1,1,6,2016
3076,6,2016,23,5,5,2001,20,1,2,99,24,1,1,2,69,6,1997,1,3,3,5,4,3,3,2016
3077,6,2016,23,5,5,2001,20,1,1,99,29,1,1,4,72,3,9999,1,4,4,6,4,3,6,2016
3078,6,2016,20,5,5,501,5,2,1,99,45,1,1,3,67,5,9999,1,8,8,10,4,3,6,2016
3079,6,2016,20,5,5,501,5,2,1,99,25,1,1,3,52,1,9999,1,4,4,6,4,3,6,2016
3080,6,2016,14,5,5,509,5,2,1,99,44,1,1,6,19,10,1995,1,7,7,9,3,2,3,2016
3081,6,2016,14,5,5,509,5,2,1,99,41,1,1,6,999,99,9999,1,7,7,9,3,2,6,2016
3082,6,2016,15,5,5,504,5,2,9,99,999,9,9,99,999,99,9999,1,16,12,18,3,2,6,2016
3083,6,2016,15,5,5,504,5,2,1,99,23,9,1,4,999,5,9999,1,3,3,5,3,2,6,2016
