num_corre,dia_ocu,ano_ocu,hora_ocu,mes_ocu,dia_sem_ocu,mupio_ocu,depto_ocu,area_geo_ocu,zona_ocu,sexo_per,edad_per,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,tipo_eve,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,g_hora,g_hora_5,g_modelo_veh,fall_les,int_o_noint,anio
1,1,2016,2,1,5,101,1,1,1,1,27,1,4,999,9,9999,1,4,4,6,1,1,6,2,1,2016
2,1,2016,2,1,5,101,1,1,1,1,38,1,4,999,9,9999,1,6,6,8,1,1,6,2,1,2016
3,1,2016,13,1,5,101,1,1,18,2,58,1,1,999,2,9999,1,10,10,12,3,2,6,2,2,2016
4,1,2016,13,1,5,101,1,1,18,2,38,1,1,999,2,9999,1,6,6,8,3,2,6,2,2,2016
5,1,2016,13,1,5,101,1,1,18,2,48,1,1,999,2,9999,1,8,8,10,3,2,6,2,1,2016
6,1,2016,10,1,5,106,1,2,99,1,72,1,3,52,4,2014,1,13,11,15,2,1,5,2,1,2016
7,1,2016,10,1,5,106,1,2,99,1,999,1,3,52,4,2014,1,16,12,18,2,1,5,2,1,2016
8,1,2016,10,1,5,106,1,2,99,2,30,1,3,52,4,2014,1,5,5,7,2,1,5,2,1,2016
9,1,2016,12,1,5,101,1,2,10,2,23,1,14,6,1,2013,1,3,3,5,3,2,5,2,1,2016
10,1,2016,12,1,5,109,1,1,99,2,999,1,1,48,6,1993,1,16,12,18,3,2,3,2,1,2016
11,1,2016,10,1,5,2201,22,2,99,2,54,1,99,999,99,9999,1,9,9,11,2,1,6,2,1,2016
12,1,2016,10,1,5,2201,22,2,99,1,3,2,99,999,99,9999,1,1,1,1,2,1,6,2,1,2016
13,1,2016,10,1,5,2201,22,2,99,2,5,2,99,999,99,9999,1,1,1,2,2,1,6,2,1,2016
14,1,2016,10,1,5,2201,22,2,99,1,8,2,99,999,99,9999,1,1,1,2,2,1,6,2,1,2016
15,1,2016,10,1,5,2201,22,2,99,1,10,2,99,999,99,9999,1,1,1,3,2,1,6,2,1,2016
16,1,2016,10,1,5,2201,22,2,99,2,30,1,99,999,99,9999,1,5,5,7,2,1,6,2,1,2016
17,1,2016,10,1,5,2201,22,2,99,2,2,2,99,999,99,9999,1,1,1,1,2,1,6,2,1,2016
18,1,2016,10,1,5,2201,22,2,99,2,12,2,99,999,99,9999,1,1,1,3,2,1,6,2,1,2016
19,1,2016,17,1,5,2007,20,2,99,1,23,1,4,999,99,9999,1,3,3,5,3,2,6,1,2,2016
20,1,2016,17,1,5,2007,20,2,99,1,999,1,3,69,1,9999,1,16,12,18,3,2,6,1,2,2016
21,1,2016,20,1,5,1905,19,2,99,1,30,1,4,999,99,9999,1,5,5,7,4,3,6,2,1,2016
22,1,2016,12,1,5,1101,11,2,99,2,67,1,3,69,6,2008,1,12,11,14,3,2,4,2,2,2016
23,1,2016,12,1,5,1101,11,2,99,2,22,1,3,69,6,2008,1,3,3,5,3,2,4,2,2,2016
24,1,2016,12,1,5,1101,11,2,99,2,3,2,3,69,6,2008,1,1,1,1,3,2,4,2,2,2016
25,1,2016,2,1,5,1301,13,1,99,2,18,1,2,31,99,1996,1,2,2,4,1,1,3,2,2,2016
26,1,2016,22,1,5,1601,16,2,99,2,70,1,2,56,8,1988,1,13,11,15,4,3,2,2,1,2016
27,1,2016,23,1,5,1801,18,2,99,1,73,1,1,69,4,2001,1,13,11,15,4,3,4,2,1,2016
28,1,2016,23,1,5,1801,18,2,99,1,72,1,1,69,4,2001,1,13,11,15,4,3,4,2,1,2016
29,1,2016,23,1,5,1801,18,2,99,2,999,1,1,69,4,2001,1,16,12,18,4,3,4,2,2,2016
30,1,2016,23,1,5,1801,18,2,99,2,5,2,1,69,4,2001,1,1,1,2,4,3,4,2,2,2016
31,1,2016,23,1,5,1801,18,2,99,1,11,2,1,69,4,2001,1,1,1,3,4,3,4,2,2,2016
32,1,2016,12,1,5,401,4,2,99,2,12,2,11,999,99,9999,1,1,1,3,3,2,6,2,1,2016
33,1,2016,12,1,5,401,4,2,99,1,20,1,4,999,99,9999,1,3,3,5,3,2,6,2,1,2016
34,2,2016,2,1,6,101,1,1,1,1,19,1,4,6,3,9999,1,2,2,4,1,1,6,2,1,2016
35,2,2016,21,1,6,101,1,2,1,2,28,1,1,27,3,1991,1,4,4,6,4,3,3,2,1,2016
36,2,2016,23,1,6,2007,20,2,99,1,23,1,4,64,1,2003,2,3,3,5,4,3,4,1,2,2016
37,2,2016,14,1,6,1904,19,2,99,1,31,1,2,27,4,9999,1,5,5,7,3,2,6,1,2,2016
38,2,2016,16,1,6,1905,19,2,99,1,12,2,4,6,5,9999,1,1,1,3,3,2,6,2,1,2016
39,2,2016,19,1,6,1903,19,2,99,1,61,1,1,999,99,9999,1,11,11,13,4,3,6,2,1,2016
40,2,2016,19,1,6,1903,19,2,99,2,45,1,1,999,99,9999,1,8,8,10,4,3,6,2,2,2016
41,2,2016,19,1,6,1903,19,2,99,2,13,2,1,999,99,9999,1,1,1,3,4,3,6,2,2,2016
42,2,2016,19,1,6,1903,19,2,99,1,12,2,1,999,99,9999,1,1,1,3,4,3,6,2,2,2016
43,2,2016,19,1,6,1903,19,2,99,1,58,1,1,999,99,9999,1,10,10,12,4,3,6,2,2,2016
44,2,2016,18,1,6,1904,19,2,99,2,34,1,2,69,4,9999,1,5,5,7,4,3,6,2,1,2016
45,2,2016,18,1,6,1904,19,2,99,2,52,1,2,69,4,9999,1,9,9,11,4,3,6,2,1,2016
46,2,2016,18,1,6,1904,19,2,99,1,2,2,2,69,4,9999,1,1,1,1,4,3,6,2,1,2016
47,2,2016,18,1,6,1904,19,2,99,1,25,1,2,69,4,9999,1,4,4,6,4,3,6,2,1,2016
48,2,2016,18,1,6,1904,19,2,99,2,25,1,2,69,4,9999,1,4,4,6,4,3,6,2,1,2016
49,2,2016,18,1,6,1904,19,2,99,1,35,1,1,999,4,9999,1,6,6,8,4,3,6,2,1,2016
50,2,2016,6,1,6,508,5,2,99,1,43,1,3,69,99,1996,1,7,7,9,2,1,3,2,1,2016
51,2,2016,16,1,6,501,5,2,99,1,31,1,4,999,99,9999,1,5,5,7,3,2,6,1,2,2016
52,2,2016,16,1,6,501,5,2,99,2,15,2,1,999,99,9999,1,2,2,4,3,2,6,2,1,2016
53,2,2016,16,1,6,501,5,2,99,2,16,2,1,999,99,9999,1,2,2,4,3,2,6,2,1,2016
54,2,2016,23,1,6,1301,13,2,99,1,33,1,4,77,8,9999,1,5,5,7,4,3,6,2,1,2016
55,2,2016,14,1,6,1508,15,2,99,1,22,1,9,999,2,9999,1,3,3,5,3,2,6,2,1,2016
56,2,2016,14,1,6,1508,15,2,99,1,29,1,9,999,2,9999,1,4,4,6,3,2,6,2,1,2016
57,2,2016,14,1,6,1508,15,2,99,1,26,1,9,999,2,9999,1,4,4,6,3,2,6,2,1,2016
58,2,2016,14,1,6,1508,15,2,99,1,29,1,9,999,2,9999,1,4,4,6,3,2,6,2,1,2016
59,2,2016,14,1,6,1508,15,2,99,2,29,1,9,999,2,9999,1,4,4,6,3,2,6,2,1,2016
60,2,2016,14,1,6,1508,15,2,99,1,28,1,9,999,2,9999,1,4,4,6,3,2,6,2,1,2016
61,2,2016,14,1,6,1508,15,2,99,2,17,2,9,999,2,9999,1,2,2,4,3,2,6,2,1,2016
62,2,2016,14,1,6,1508,15,2,99,1,26,1,9,999,2,9999,1,4,4,6,3,2,6,2,1,2016
63,2,2016,14,1,6,1508,15,2,99,1,29,1,9,999,2,9999,1,4,4,6,3,2,6,2,1,2016
64,2,2016,14,1,6,1508,15,2,99,1,29,1,9,999,2,9999,1,4,4,6,3,2,6,2,1,2016
65,2,2016,14,1,6,1508,15,2,99,1,30,1,9,999,2,9999,1,5,5,7,3,2,6,2,1,2016
66,2,2016,14,1,6,1508,15,2,99,1,38,1,9,999,2,9999,1,6,6,8,3,2,6,2,1,2016
67,2,2016,15,1,6,1409,14,2,99,1,27,1,99,999,99,9999,1,4,4,6,3,2,6,2,1,2016
68,2,2016,15,1,6,1409,14,2,99,2,44,1,99,999,99,9999,1,7,7,9,3,2,6,2,1,2016
69,2,2016,15,1,6,1409,14,2,99,1,37,1,99,999,99,9999,1,6,6,8,3,2,6,2,1,2016
70,2,2016,10,1,6,705,7,2,99,1,43,1,9,69,3,9999,1,7,7,9,2,1,6,2,1,2016
71,2,2016,10,1,6,705,7,2,99,1,24,1,9,69,3,9999,1,3,3,5,2,1,6,2,1,2016
72,2,2016,10,1,6,705,7,2,99,1,23,1,9,69,3,9999,1,3,3,5,2,1,6,2,1,2016
73,2,2016,10,1,6,705,7,2,99,1,4,2,9,69,3,9999,1,1,1,1,2,1,6,2,1,2016
74,2,2016,10,1,6,705,7,2,99,1,27,1,9,69,3,9999,1,4,4,6,2,1,6,2,1,2016
75,2,2016,10,1,6,705,7,2,99,2,14,2,9,69,3,9999,1,1,1,3,2,1,6,2,1,2016
76,2,2016,10,1,6,705,7,2,99,2,46,1,9,69,3,9999,1,8,8,10,2,1,6,2,1,2016
77,2,2016,10,1,6,705,7,2,99,2,36,1,9,69,3,9999,1,6,6,8,2,1,6,2,1,2016
78,2,2016,10,1,6,705,7,2,99,2,20,1,9,69,3,9999,1,3,3,5,2,1,6,2,1,2016
79,2,2016,10,1,6,705,7,2,99,1,30,1,9,69,3,9999,1,5,5,7,2,1,6,2,1,2016
80,2,2016,10,1,6,705,7,2,99,2,27,1,9,69,3,9999,1,4,4,6,2,1,6,2,1,2016
81,2,2016,10,1,6,705,7,2,99,2,30,1,9,69,3,9999,1,5,5,7,2,1,6,2,1,2016
82,2,2016,10,1,6,705,7,2,99,1,52,1,9,69,3,9999,1,9,9,11,2,1,6,2,1,2016
83,2,2016,10,1,6,705,7,2,99,1,36,1,9,69,3,9999,1,6,6,8,2,1,6,2,1,2016
84,2,2016,10,1,6,705,7,2,99,1,45,1,9,69,3,9999,1,8,8,10,2,1,6,2,1,2016
85,2,2016,10,1,6,705,7,2,99,2,29,1,9,69,3,9999,1,4,4,6,2,1,6,2,1,2016
86,2,2016,10,1,6,705,7,2,99,2,26,1,9,69,3,9999,1,4,4,6,2,1,6,2,1,2016
87,2,2016,10,1,6,705,7,2,99,2,1,2,9,69,3,9999,1,1,1,1,2,1,6,2,1,2016
88,2,2016,10,1,6,705,7,2,99,1,31,1,9,69,3,9999,1,5,5,7,2,1,6,2,1,2016
89,2,2016,10,1,6,705,7,2,99,1,8,2,9,69,3,9999,1,1,1,2,2,1,6,2,1,2016
90,2,2016,10,1,6,705,7,2,99,1,7,2,9,69,3,9999,1,1,1,2,2,1,6,2,1,2016
91,2,2016,23,1,6,701,7,2,99,1,28,1,4,67,3,9999,2,4,4,6,4,3,6,2,1,2016
92,2,2016,20,1,6,314,3,2,99,1,25,1,14,80,99,2008,1,4,4,6,4,3,4,2,1,2016
93,3,2016,22,1,7,101,1,1,6,1,24,1,4,999,99,9999,1,3,3,5,4,3,6,2,1,2016
94,3,2016,3,1,7,2201,22,2,99,1,25,1,4,999,99,9999,2,4,4,6,1,1,6,1,2,2016
95,3,2016,6,1,7,2101,21,2,99,1,28,1,4,6,1,9999,1,4,4,6,2,1,6,2,1,2016
96,3,2016,14,1,7,2009,20,2,99,1,50,1,2,41,2,2012,1,9,9,11,3,2,5,2,1,2016
97,3,2016,14,1,7,2009,20,2,99,1,24,1,2,41,2,2012,1,3,3,5,3,2,5,2,1,2016
98,3,2016,13,1,7,2001,20,2,99,1,20,1,4,999,99,9999,4,3,3,5,3,2,6,2,2,2016
99,3,2016,13,1,7,2001,20,2,99,1,20,1,4,999,99,9999,4,3,3,5,3,2,6,2,1,2016
100,3,2016,19,1,7,1901,19,2,99,1,999,1,2,69,1,9999,1,16,12,18,4,3,6,2,1,2016
101,3,2016,21,1,7,1901,19,2,99,1,24,1,4,999,99,9999,1,3,3,5,4,3,6,2,1,2016
102,3,2016,2,1,7,415,4,2,99,1,999,1,1,56,99,2012,2,16,12,18,1,1,5,2,1,2016
103,3,2016,2,1,7,415,4,2,99,1,19,1,1,56,99,2012,2,2,2,4,1,1,5,2,1,2016
104,3,2016,1,1,7,201,2,2,99,2,29,1,9,28,4,2015,1,4,4,6,1,1,5,2,1,2016
105,3,2016,1,1,7,201,2,2,99,2,58,1,9,28,4,2015,1,10,10,12,1,1,5,2,1,2016
106,3,2016,1,1,7,201,2,2,99,1,64,1,9,28,4,2015,1,11,11,13,1,1,5,2,1,2016
107,3,2016,1,1,7,201,2,2,99,2,29,1,9,28,4,2015,1,4,4,6,1,1,5,2,1,2016
108,3,2016,1,1,7,201,2,2,99,1,30,1,9,28,4,2015,1,5,5,7,1,1,5,2,1,2016
109,3,2016,1,1,7,201,2,2,99,1,19,1,1,999,99,9999,2,2,2,4,1,1,6,2,1,2016
110,3,2016,1,1,7,201,2,2,99,1,66,1,1,999,99,9999,2,12,11,14,1,1,6,2,1,2016
111,3,2016,21,1,7,1701,17,2,99,1,22,1,4,6,5,9999,4,3,3,5,4,3,6,2,1,2016
112,3,2016,13,1,7,706,7,2,99,1,29,1,12,69,5,9999,2,4,4,6,3,2,6,2,1,2016
113,3,2016,13,1,7,706,7,2,99,2,72,1,12,69,5,9999,2,13,11,15,3,2,6,1,2,2016
114,3,2016,17,1,7,403,4,2,99,2,19,1,14,6,1,2011,1,2,2,4,3,2,5,2,2,2016
115,3,2016,17,1,7,403,4,2,99,2,13,2,14,6,1,2011,1,1,1,3,3,2,5,2,2,2016
116,3,2016,20,1,7,306,3,2,99,1,29,1,4,999,99,9999,1,4,4,6,4,3,6,2,1,2016
117,3,2016,20,1,7,306,3,2,99,2,22,1,4,999,99,9999,1,3,3,5,4,3,6,2,1,2016
118,3,2016,20,1,7,306,3,2,99,2,13,2,4,999,99,9999,1,1,1,3,4,3,6,2,1,2016
119,3,2016,20,1,7,306,3,2,99,2,9,2,4,999,99,9999,1,1,1,2,4,3,6,2,1,2016
120,3,2016,20,1,7,306,3,2,99,2,5,2,4,999,99,9999,1,1,1,2,4,3,6,2,1,2016
121,4,2016,6,1,1,501,5,2,99,2,18,1,4,6,5,9999,1,2,2,4,2,1,6,1,2,2016
122,4,2016,6,1,1,501,5,2,99,2,56,1,4,6,5,9999,1,10,10,12,2,1,6,1,2,2016
123,4,2016,20,1,1,801,8,2,99,2,999,1,3,69,99,9999,1,16,12,18,4,3,6,2,1,2016
124,4,2016,15,1,1,1804,18,2,99,1,26,1,3,69,6,9999,1,4,4,6,3,2,6,2,1,2016
125,4,2016,15,1,1,1804,18,2,99,1,23,1,3,69,6,9999,1,3,3,5,3,2,6,2,1,2016
126,4,2016,15,1,1,1804,18,2,99,1,15,2,3,69,6,9999,1,2,2,4,3,2,6,2,1,2016
127,4,2016,15,1,1,1804,18,2,99,1,8,2,3,69,6,9999,1,1,1,2,3,2,6,2,1,2016
128,4,2016,15,1,1,1804,18,2,99,1,5,2,3,69,6,9999,1,1,1,2,3,2,6,2,1,2016
129,4,2016,21,1,1,1401,14,2,99,1,22,1,4,999,99,9999,1,3,3,5,4,3,6,1,2,2016
130,4,2016,22,1,1,312,3,2,99,2,17,2,4,6,5,9999,1,2,2,4,4,3,6,2,1,2016
131,5,2016,10,1,2,2212,22,2,99,1,75,1,5,31,2,9999,3,14,11,16,2,1,6,1,2,2016
132,5,2016,10,1,2,2212,22,2,99,1,25,1,5,31,2,9999,3,4,4,6,2,1,6,1,2,2016
133,5,2016,10,1,2,2212,22,2,99,1,23,1,5,31,2,9999,3,3,3,5,2,1,6,2,1,2016
134,5,2016,10,1,2,2212,22,2,99,1,41,1,5,31,2,9999,3,7,7,9,2,1,6,2,1,2016
135,5,2016,14,1,2,1911,19,2,99,2,15,2,4,999,99,9999,1,2,2,4,3,2,6,2,1,2016
136,5,2016,14,1,2,1911,19,2,99,2,7,2,4,999,99,9999,1,1,1,2,3,2,6,2,1,2016
137,5,2016,14,1,2,1911,19,2,99,2,18,1,4,999,99,9999,1,2,2,4,3,2,6,2,1,2016
138,5,2016,14,1,2,1911,19,2,99,2,35,1,4,999,99,9999,1,6,6,8,3,2,6,2,1,2016
139,5,2016,23,1,2,1910,19,2,99,1,35,1,4,67,99,9999,2,6,6,8,4,3,6,1,2,2016
140,5,2016,19,1,2,1230,12,2,99,1,21,1,99,999,99,9999,1,3,3,5,4,3,6,2,1,2016
141,5,2016,0,1,2,1301,13,2,99,1,26,1,4,64,5,9999,4,4,4,6,1,1,6,2,1,2016
142,5,2016,0,1,2,1301,13,2,99,1,21,1,4,64,5,9999,4,3,3,5,1,1,6,2,1,2016
143,5,2016,19,1,2,801,8,2,99,2,26,1,4,76,5,9999,1,4,4,6,4,3,6,2,1,2016
144,5,2016,20,1,2,1801,18,2,99,1,23,1,4,6,99,2016,4,3,3,5,4,3,5,1,2,2016
145,6,2016,22,1,3,112,1,1,99,1,12,2,3,48,5,1994,1,1,1,3,4,3,3,2,1,2016
146,6,2016,19,1,3,1901,19,2,99,1,14,2,2,69,99,9999,1,1,1,3,4,3,6,2,1,2016
147,6,2016,18,1,3,501,5,2,99,1,23,1,16,56,1,9999,1,3,3,5,4,3,6,2,1,2016
148,6,2016,19,1,3,1102,11,2,99,1,22,1,6,30,99,9999,1,3,3,5,4,3,6,2,1,2016
149,6,2016,19,1,3,1102,11,2,99,1,29,1,6,30,99,9999,1,4,4,6,4,3,6,2,1,2016
150,7,2016,8,1,4,101,1,1,9,2,50,1,2,27,4,2004,1,9,9,11,2,1,4,2,1,2016
151,7,2016,6,1,4,101,1,1,18,2,39,1,1,69,5,9999,1,6,6,8,2,1,6,2,1,2016
152,7,2016,1,1,4,101,1,1,11,1,28,1,99,999,99,9999,1,4,4,6,1,1,6,1,2,2016
153,7,2016,2,1,4,101,1,1,11,1,28,1,4,6,1,9999,2,4,4,6,1,1,6,1,2,2016
154,7,2016,16,1,4,109,1,1,99,1,15,2,4,6,1,9999,1,2,2,4,3,2,6,2,1,2016
155,7,2016,21,1,4,501,5,2,99,1,40,1,3,69,99,9999,1,7,7,9,4,3,6,1,2,2016
156,7,2016,20,1,4,501,5,2,99,1,25,1,4,999,99,9999,1,4,4,6,4,3,6,2,1,2016
157,7,2016,20,1,4,501,5,2,99,1,20,1,4,999,99,9999,1,3,3,5,4,3,6,2,1,2016
158,7,2016,17,1,4,1703,17,2,99,2,15,2,1,27,5,1994,2,2,2,4,3,2,3,2,1,2016
159,7,2016,8,1,4,403,4,2,99,1,999,1,3,69,3,1987,1,16,12,18,2,1,2,2,1,2016
160,7,2016,8,1,4,403,4,2,99,2,29,1,3,69,3,1987,1,4,4,6,2,1,2,2,1,2016
161,7,2016,8,1,4,403,4,2,99,1,4,2,3,69,3,1987,1,1,1,1,2,1,2,2,1,2016
162,7,2016,8,1,4,403,4,2,99,1,10,2,3,69,3,1987,1,1,1,3,2,1,2,2,1,2016
163,7,2016,8,1,4,403,4,2,99,2,41,1,3,69,3,1987,1,7,7,9,2,1,2,2,1,2016
164,7,2016,8,1,4,403,4,2,99,2,39,1,3,69,3,1987,1,6,6,8,2,1,2,2,1,2016
165,7,2016,8,1,4,403,4,2,99,2,26,1,3,69,3,1987,1,4,4,6,2,1,2,2,1,2016
166,8,2016,11,1,5,105,1,2,99,1,24,1,1,52,4,2002,1,3,3,5,2,1,4,2,1,2016
167,8,2016,14,1,5,502,5,2,99,1,45,1,4,999,99,9999,1,8,8,10,3,2,6,2,2,2016
168,8,2016,14,1,5,502,5,2,99,1,41,1,4,999,99,9999,1,7,7,9,3,2,6,2,1,2016
169,8,2016,19,1,5,1901,19,2,99,1,59,1,9,69,1,9999,1,10,10,12,4,3,6,2,1,2016
170,8,2016,19,1,5,1901,19,2,99,1,28,1,12,50,2,9999,1,4,4,6,4,3,6,2,1,2016
171,8,2016,19,1,5,1901,19,2,99,1,23,1,12,50,2,9999,1,3,3,5,4,3,6,2,1,2016
172,8,2016,19,1,5,1901,19,2,99,2,42,1,12,50,2,9999,1,7,7,9,4,3,6,2,1,2016
173,8,2016,17,1,5,101,1,1,18,1,21,1,4,67,99,2000,1,3,3,5,3,2,4,2,1,2016
174,8,2016,17,1,5,101,1,1,18,1,20,1,4,67,99,2000,1,3,3,5,3,2,4,2,1,2016
175,8,2016,18,1,5,203,2,2,99,1,42,1,2,56,5,9999,1,7,7,9,4,3,6,2,1,2016
176,8,2016,23,1,5,901,9,1,99,1,45,1,11,10,7,9999,2,8,8,10,4,3,6,2,1,2016
177,8,2016,13,1,5,1415,14,1,99,1,999,1,4,999,5,9999,1,16,12,18,3,2,6,2,1,2016
178,8,2016,20,1,5,1003,10,1,99,1,18,1,14,999,1,9999,1,2,2,4,4,3,6,2,1,2016
179,8,2016,14,1,5,117,1,1,99,2,37,1,4,999,99,9999,1,6,6,8,3,2,6,2,1,2016
180,8,2016,12,1,5,1903,19,2,99,2,27,1,4,999,99,9999,1,4,4,6,3,2,6,2,1,2016
181,8,2016,13,1,5,1415,14,1,99,1,17,2,4,999,5,9999,1,2,2,4,3,2,6,2,1,2016
182,8,2016,22,1,5,117,1,1,99,1,21,1,4,999,99,9999,4,3,3,5,4,3,6,2,1,2016
183,8,2016,22,1,5,117,1,1,99,1,15,2,4,999,99,9999,4,2,2,4,4,3,6,2,1,2016
184,8,2016,22,1,5,117,1,1,99,1,22,1,4,999,99,9999,4,3,3,5,4,3,6,2,1,2016
185,9,2016,0,1,6,101,1,1,1,1,21,1,2,999,5,9999,1,3,3,5,1,1,6,2,1,2016
186,9,2016,0,1,6,101,1,1,1,1,999,2,2,999,5,9999,1,16,12,18,1,1,6,2,1,2016
187,9,2016,13,1,6,101,1,1,9,1,35,1,4,27,99,2006,1,6,6,8,3,2,4,2,1,2016
188,9,2016,2,1,6,101,1,1,6,1,33,1,4,67,4,9999,1,5,5,7,1,1,6,2,1,2016
189,9,2016,21,1,6,101,1,1,5,1,22,1,4,27,1,9999,1,3,3,5,4,3,6,2,1,2016
190,9,2016,21,1,6,101,1,1,5,1,19,1,4,27,1,9999,1,2,2,4,4,3,6,2,1,2016
191,9,2016,21,1,6,101,1,1,5,1,20,1,4,999,99,9999,1,3,3,5,4,3,6,2,1,2016
192,9,2016,21,1,6,602,6,2,99,1,23,1,11,52,2,2007,1,3,3,5,4,3,4,2,1,2016
193,9,2016,21,1,6,602,6,2,99,2,27,1,11,52,2,2007,1,4,4,6,4,3,4,2,2,2016
194,9,2016,21,1,6,602,6,2,99,1,58,1,11,52,2,2007,1,10,10,12,4,3,4,2,1,2016
195,9,2016,0,1,6,1001,10,1,99,1,33,1,4,67,1,9999,1,5,5,7,1,1,6,2,1,2016
196,9,2016,0,1,6,1001,10,1,99,1,31,1,4,67,1,9999,1,5,5,7,1,1,6,2,1,2016
197,9,2016,17,1,6,922,9,2,99,1,16,2,4,6,1,2010,1,2,2,4,3,2,5,2,2,2016
198,9,2016,3,1,6,1217,12,2,99,1,28,1,4,27,5,2006,1,4,4,6,1,1,4,1,2,2016
199,9,2016,10,1,6,1217,12,1,99,1,20,1,4,999,5,9999,1,3,3,5,2,1,6,2,1,2016
200,9,2016,10,1,6,1217,12,1,99,1,22,1,4,999,5,9999,1,3,3,5,2,1,6,2,1,2016
201,9,2016,16,1,6,1302,13,2,99,1,32,1,4,27,2,2015,1,5,5,7,3,2,5,2,1,2016
202,9,2016,16,1,6,1302,13,2,99,1,73,1,4,27,2,2015,1,13,11,15,3,2,5,2,1,2016
203,9,2016,7,1,6,1710,17,2,99,1,24,1,4,27,5,2015,4,3,3,5,2,1,5,1,2,2016
204,10,2016,1,1,7,101,1,1,9,1,30,1,4,999,99,9999,2,5,5,7,1,1,6,2,1,2016
205,10,2016,1,1,7,101,1,1,9,1,22,1,4,999,99,9999,2,3,3,5,1,1,6,2,1,2016
206,10,2016,3,1,7,101,1,1,21,1,19,1,4,999,4,2014,1,2,2,4,1,1,5,2,1,2016
207,10,2016,2,1,7,101,1,1,11,1,47,1,4,6,1,9999,1,8,8,10,1,1,6,1,2,2016
208,10,2016,18,1,7,117,1,2,99,2,30,1,3,14,5,9999,2,5,5,7,4,3,6,2,1,2016
209,10,2016,18,1,7,117,1,2,99,2,22,1,3,14,5,9999,2,3,3,5,4,3,6,2,1,2016
210,10,2016,10,1,7,2214,22,2,99,1,35,1,4,67,3,1994,4,6,6,8,2,1,3,1,2,2016
211,10,2016,20,1,7,2201,22,1,99,2,27,1,4,18,5,2014,1,4,4,6,4,3,5,2,1,2016
212,10,2016,20,1,7,2201,22,1,99,1,28,1,4,18,5,2014,1,4,4,6,4,3,5,2,1,2016
213,10,2016,22,1,7,509,5,1,99,1,34,1,4,27,5,2015,1,5,5,7,4,3,5,2,1,2016
214,10,2016,14,1,7,1201,12,1,99,2,24,1,4,32,1,9999,1,3,3,5,3,2,6,2,1,2016
215,10,2016,11,1,7,1301,13,1,99,2,35,1,3,69,2,9999,1,6,6,8,2,1,6,2,1,2016
216,10,2016,11,1,7,1301,13,1,99,2,18,1,3,69,2,9999,1,2,2,4,2,1,6,2,1,2016
217,10,2016,1,1,7,1701,17,2,99,1,24,1,4,6,1,9999,1,3,3,5,1,1,6,2,1,2016
218,10,2016,1,1,7,1701,17,2,99,2,15,2,4,6,1,9999,1,2,2,4,1,1,6,2,1,2016
219,10,2016,3,1,7,1415,14,2,99,1,44,1,3,69,4,2015,3,7,7,9,1,1,5,2,1,2016
220,10,2016,3,1,7,1415,14,2,99,1,17,2,3,69,4,2015,3,2,2,4,1,1,5,2,1,2016
221,10,2016,3,1,7,1415,14,2,99,1,63,1,3,69,4,2015,3,11,11,13,1,1,5,1,2,2016
222,11,2016,17,1,1,509,5,1,99,1,26,1,4,999,99,9999,1,4,4,6,3,2,6,1,2,2016
223,11,2016,17,1,1,601,6,2,99,1,27,1,1,41,4,1997,1,4,4,6,3,2,3,2,1,2016
224,11,2016,17,1,1,601,6,2,99,1,36,1,4,8,5,9999,1,6,6,8,3,2,6,2,1,2016
225,11,2016,18,1,1,1604,16,2,99,1,71,1,4,27,1,9999,1,13,11,15,4,3,6,1,2,2016
226,11,2016,18,1,1,1604,16,2,99,1,29,1,4,27,1,9999,1,4,4,6,4,3,6,2,1,2016
227,11,2016,19,1,1,301,3,2,99,1,33,1,4,27,1,2014,1,5,5,7,4,3,5,2,1,2016
228,12,2016,3,1,2,101,1,2,13,1,999,1,1,48,9,2013,2,16,12,18,1,1,5,1,2,2016
229,12,2016,3,1,2,101,1,2,13,1,40,1,1,48,9,2013,2,7,7,9,1,1,5,1,2,2016
230,12,2016,22,1,2,101,1,1,13,2,25,1,1,999,99,9999,1,4,4,6,4,3,6,2,1,2016
231,12,2016,4,1,2,110,1,1,99,1,27,1,4,18,5,9999,2,4,4,6,1,1,6,1,2,2016
232,12,2016,18,1,2,2001,20,1,99,1,22,1,4,999,99,9999,1,3,3,5,4,3,6,2,1,2016
233,12,2016,22,1,2,501,5,2,99,1,21,1,4,76,99,9999,1,3,3,5,4,3,6,1,2,2016
234,12,2016,11,1,2,1021,10,2,99,1,17,2,4,999,99,9999,1,2,2,4,2,1,6,2,1,2016
235,12,2016,11,1,2,1021,10,2,99,1,9,2,4,999,99,9999,1,1,1,2,2,1,6,2,1,2016
236,12,2016,17,1,2,1302,13,2,99,1,14,2,5,999,99,9999,3,1,1,3,3,2,6,1,2,2016
237,12,2016,16,1,2,205,2,2,99,2,16,2,4,999,99,9999,1,2,2,4,3,2,6,2,1,2016
238,13,2016,23,1,3,101,1,1,9,2,27,1,1,69,4,2003,1,4,4,6,4,3,4,2,1,2016
239,13,2016,22,1,3,107,1,2,99,2,42,1,2,17,4,2010,1,7,7,9,4,3,5,2,1,2016
240,13,2016,3,1,3,201,2,2,99,1,42,1,3,28,2,2009,1,7,7,9,1,1,4,1,2,2016
