variable,dtype,non_null,missing,unique,example_values,min,max,mean,std,value_labels_json,variable_label
num_corre,float64,10544,0,10544,"1.0, 2.0, 3.0, 4.0, 5.0",1.0,10544.0,5272.5,3043.934953312899,,
ano_ocu,float64,10544,0,1,2021.0,2021.0,2021.0,2021.0,0.0,,
dia_ocu,float64,10544,0,31,"1.0, 2.0, 3.0, 4.0, 5.0",1.0,31.0,15.68304248861912,8.767642086474424,,
hora_ocu,float64,10544,0,25,"7.0, 9.0, 5.0, 2.0, 19.0",0.0,99.0,14.236437784522003,6.720060335146816,,Hora de ocurrencia
g_hora,float64,10544,0,5,"2.0, 1.0, 4.0, 3.0, 5.0",1.0,5.0,2.9660470409711683,1.0362785199392934,,Grupo de hora
g_hora_5,float64,10544,0,4,"1.0, 3.0, 2.0, 4.0",1.0,4.0,2.086779210925645,0.8397999010777721,,"Grupo de hora mañana, tarde y noche"
mes_ocu,float64,10544,0,12,"1.0, 2.0, 3.0, 4.0, 5.0",1.0,12.0,6.603471168437026,3.5702342238951204,,Mes de ocurrencia
dia_sem_ocu,float64,10544,0,7,"5.0, 6.0, 7.0, 1.0, 2.0",1.0,7.0,4.353281487101669,2.0607078358292883,,
depto_ocu,float64,10544,0,22,"1.0, 11.0, 15.0, 18.0, 20.0",1.0,22.0,7.539738239757208,7.063963998590286,,Departamento de ocurrencia
mupio_ocu,float64,10544,0,306,"101.0, 115.0, 114.0, 108.0, 110.0",101.0,2217.0,760.1022382397572,706.2361882665731,,Municipio de ocurrencia
zona_ocu,float64,10544,0,23,"8.0, 18.0, 21.0, 99.0, 4.0",1.0,99.0,69.6839908952959,42.77526095306581,,Zona de ocurrencia
zona_ciudad,float64,10544,0,23,"8.0, 18.0, 21.0, 99.0, 12.0",1.0,99.0,82.77551213960547,34.42467296047128,,Zona ciudad
sexo_per,float64,10544,0,3,"1.0, 2.0, 9.0",1.0,9.0,1.2795902883156298,0.6350423190939845,,Sexo de la persona
edad_per,float64,10544,0,97,"23.0, 25.0, 35.0, 20.0, 40.0",0.0,999.0,129.934844461305,293.21307355031075,,Edad de la persona
g_edad_80ymas,float64,10544,0,16,"3.0, 4.0, 6.0, 7.0, 8.0",1.0,16.0,6.078243550834598,4.406182108478724,,
g_edad_60ymas,float64,10544,0,12,"3.0, 4.0, 6.0, 7.0, 8.0",1.0,12.0,5.578053869499241,3.396632308216362,,
edad_quinquenales,float64,10544,0,18,"5.0, 6.0, 8.0, 9.0, 10.0",1.0,18.0,8.011855083459787,4.493564254702691,,Edades quinquenales
mayor_menor,float64,10544,0,3,"1.0, 2.0, 9.0",1.0,9.0,1.9279210925644916,2.4035056921293076,,Mayor o menor
tipo_veh,float64,10544,0,17,"4.0, 1.0, 18.0, 12.0, 2.0",1.0,99.0,7.728091805766312,18.393991940456026,,Tipo de Vehículo
marca_veh,float64,10544,0,92,"67.0, 20.0, 100.0, 3.0, 18.0",1.0,999.0,314.25540591805765,432.05181326296616,,Marca del vehículo
color_veh,float64,10544,0,17,"4.0, 1.0, 5.0, 7.0, 99.0",1.0,99.0,27.771339150227618,41.443465316982824,,Color del vehículo
modelo_veh,float64,10544,0,48,"2020.0, 9999.0, 2015.0, 2017.0, 2003.0",1974.0,9999.0,7470.097496206373,3715.8413056176114,,Modelo del vehículo
g_modelo_veh,float64,10544,0,7,"6.0, 99.0, 5.0, 4.0, 3.0",1.0,99.0,69.122344461305,43.90481043536088,,Grupo modelo del vehículo
tipo_eve,float64,10544,0,9,"6.0, 1.0, 2.0, 7.0, 3.0",1.0,99.0,2.705519726858877,3.353336780929937,,Tipo de accidente
fall_les,float64,10544,0,2,"1.0, 2.0",1.0,2.0,1.796092564491654,0.4029200790753382,,Fallecidos y Lesionados
int_o_noint,float64,10544,0,3,"2.0, 1.0, 9.0",1.0,9.0,1.2762708649468892,0.4588980291503626,,Internado o no internado
anio,int64,10544,0,1,2021,2021.0,2021.0,2021.0,0.0,,
